SKOLENHETSKOD,English_avg_score,Math_avg_score,Swedish_avg_score,Swedish_as_a_second_language_avg_score,grand_avg_score,HUVUDMANNATYP,KOMMUNNAMN,SKOLENHETENS NAMN,BESÖKSADRESS,BESÖKSPOSTNR,BESÖKSPOSTORT,WEBB,FKLASS,lon,lat,Google_rating
43289917,17.116666666666664,14.9,14.408333333333333,,15.475,Kommunal,Danderyd,Vasaskolan,Vendevägen 30 A,18262,Djursholm,https://www.danderyd.se/skolor/vasaskolan/,J,18.0768913,59.399072,3.0
43375546,14.799999999999999,14.133333333333333,12.991666666666665,,13.975,Enskild,Sollentuna,Rälsen AB åk 4-9,Staffans väg 13,19278,Sollentuna,http://www.ralsen.se,N,17.9151632,59.4829215,3.0
43403496,13.725000000000001,8.3,12.350000000000001,,11.458333333333334,Kommunal,Södertälje,Mariekällskolan,Mariekällgatan 3,15144,Södertälje,http://sodertalje.se/oxbacksskolan,N,17.6263589,59.18863450000001,
43632318,13.108333333333334,10.299999999999999,,8.980555555555556,10.796296296296296,Kommunal,Stockholm,Enbacksskolan,Uppingegränd 27-33,16361,Spånga,https://grundskola.stockholm/hitta-grundskola/grundskola/enbacksskolan-f-9/,J,17.905781,59.39034099999999,4.3
43802065,10.4375,4.7,11.524999999999999,,8.8875,Enskild,Södertälje,Lilla Parkskolan,Parkgatan 1,15132,Södertälje,http://www.lillaparkskolan.se,J,17.6246212,59.191829,2.1
43869172,15.950000000000003,13.133333333333335,13.766666666666667,,14.283333333333333,Enskild,Österåker,Fredsborgskolan,Företagsallén 14,18440,Åkersberga,http://www.fredsborgskolan.se,J,18.2742279,59.4830839,2.3
44002887,16.366666666666667,14.033333333333333,15.300000000000002,,15.233333333333334,Kommunal,Täby,Ellagårdsskolan,Ellagårdsvägen 21,18731,Täby,http://www.taby.se/ellagardsskolan,J,18.0445912,59.4429935,3.1
44031601,12.391666666666666,7.466666666666666,11.850000000000001,9.75,10.364583333333332,Kommunal,Haninge,Höglundaskolan,Blockstensvägen 128,13767,Jordbro,http://haninge.se/forskola-och-skola/grundskola/,J,18.1390711,59.14270570000001,3.8
44046131,15.516666666666666,14.266666666666666,12.774999999999999,,14.18611111111111,Kommunal,Stockholm,Sundbyskolan,Sundbyvägen 88-98,16344,Spånga,https://grundskola.stockholm/hitta-grundskola/grundskola/sundbyskolan-f-9/,J,17.9186772,59.3701635,2.4
44175786,16.916666666666668,16.0,15.241666666666667,,16.05277777777778,Kommunal,Nacka,Boo Gårds skola,Boovägen 4,13247,Saltsjö-Boo,http://www.boogard.nacka.se,J,18.2846429,59.3100081,2.6
44227469,13.8625,12.05,11.5375,,12.483333333333334,Kommunal,Upplands Väsby,Grimstaskolan,Vårvägen 1,19464,Upplands Väsby,http://www.upplandsvasby.se/grimstaskolan,N,17.9465511,59.5001014,2.2
44373961,14.383333333333333,14.633333333333335,15.216666666666667,,14.744444444444445,Enskild,Nacka,Idunskolan Östra Stockholms Waldorfskola,Velamsundsvägen 1,13236,Saltsjö-Boo,http://www.idunskolan.se,J,18.3136128,59.33387980000001,4.6
44673074,16.233333333333334,13.766666666666667,15.033333333333333,,15.011111111111111,Kommunal,Stockholm,Abrahamsbergsskolan,Gustav III:s väg 2-10,16830,Bromma,https://grundskola.stockholm/hitta-grundskola/grundskola/abrahamsbergsskolan-f-9/,J,17.9504312,59.33487539999999,3.7
44836298,16.491666666666664,14.733333333333334,14.975,,15.399999999999999,Kommunal,Nacka,Sigfridsborgs skola,Evalundsvägen 37,13834,Älta,http://www.skolor.nacka.se/sigfridsborg,J,18.1968729,59.2569398,
45104329,17.525,14.7,14.8,,15.674999999999997,Kommunal,Lidingö,Torsviks skola,Skolvägen 3,18133,Lidingö,https://www.lidingo.se/torsvikskola,J,18.1267855,59.36559159999999,1.9
45133950,13.75,9.766666666666666,14.425000000000002,,12.647222222222224,Enskild,Norrtälje,Freinetskolan Mimer,Utvägen 25,76163,Norrtälje,http://www.mimer.org,J,18.7120131,59.7709857,3.9
45364437,13.075000000000001,11.566666666666668,13.100000000000001,9.587499999999999,11.832291666666668,Kommunal,Stockholm,Bandhagens skola,Trollesundsvägen 66,12457,Bandhagen,https://grundskola.stockholm/hitta-grundskola/grundskola/bandhagens-skola-f-6/,J,18.051512,59.2647029,4.0
45436515,16.78333333333333,14.866666666666667,14.85,,15.5,Kommunal,Stockholm,Sofia skola,Skånegatan 117,11635,Stockholm,https://grundskola.stockholm/hitta-grundskola/grundskola/sofia-skola-f-9/,J,18.0923176,59.3133293,2.8
45553352,19.233333333333334,16.766666666666666,16.474999999999998,,17.491666666666664,Enskild,Stockholm,Montessori Mondial Kungsholmen,Konradsbergsgatan 24,11259,Stockholm,http://www.stims.se,J,18.0152179,59.32997839999999,3.4
45757947,12.158333333333333,9.799999999999999,,9.183333333333332,10.380555555555555,Kommunal,Botkyrka,Tallidsskolan,Bägarvägen 2,14551,Norsborg,http://www.botkyrka.se/tallidsskolan,J,17.8519657,59.24812619999999,2.8
45882318,15.075000000000001,14.466666666666669,14.008333333333333,,14.516666666666667,Kommunal,Sollentuna,Töjnaskolan,Sveavägen 55 ,19134,Sollentuna,http://www.edu.sollentuna.se/ton/,J,17.929969,59.4238831,4.3
45914893,15.291666666666666,10.799999999999999,13.716666666666669,,13.269444444444446,Kommunal,Haninge,Båtsmansskolan,Järnåldersringen 883,13665,Söderby,http://haninge.se/forskola-och-skola/grundskola/,J,18.1629491,59.1849742,3.5
45984740,13.950000000000001,8.3,9.766666666666667,,10.672222222222222,Enskild,Täby,Helleborusskolan Täby AB,Kuttervägen 1- 3,18353,Täby,http://www.helleborusskolan.se,J,18.0879484,59.4340233,3.2
45994471,12.816666666666665,11.233333333333334,12.833333333333334,,12.294444444444444,Enskild,Södertälje,Solvikskolan,Yttereneby 21,15391,Järna,http://solvikskolan.se,J,17.6203374,59.047666,2.4
46097781,17.36666666666667,15.166666666666666,15.541666666666666,,16.025000000000002,Enskild,Lidingö,Christinaskolan,Läroverksvägen 56,18156,Lidingö,http://www.christinaskolan.se,J,18.1456551,59.35232560000001,3.0
46165232,17.758333333333333,15.366666666666667,15.683333333333332,,16.269444444444442,Kommunal,Stockholm,Mälarhöjdens skola,Lugntorpsvägen 2,12944,Hägersten,https://grundskola.stockholm/hitta-grundskola/grundskola/malarhojdens-skola-f-9/,J,17.9578608,59.2975053,2.2
46206050,16.008333333333333,13.799999999999999,14.383333333333333,,14.730555555555554,Enskild,Vallentuna,Vittra Vallentuna,Zetterlunds väg 140,18654,Vallentuna,http://www.vittra.se/vallentuna,J,18.0744349,59.5103428,3.1
46518352,11.966666666666667,11.233333333333334,11.475,,11.558333333333335,Kommunal,Norrtälje,Elmsta skola,Lärarvägen 4,76430,Väddö,http://www.norrtalje.se,J,18.8095932,59.96912,2.5
46581319,13.85,10.466666666666667,,11.433333333333332,11.916666666666666,Kommunal,Stockholm,Lillholmsskolan,Stångholmsbacken 91-95,12740,Skärholmen,https://grundskola.stockholm/hitta-grundskola/grundskola/lillholmsskolan-f-9/,J,17.8940878,59.2788718,2.9
46585145,17.3125,15.8,16.3,,16.47083333333333,Enskild,Lidingö,Vittra Lidingö,Vesslevägen 3,18145,Lidingö,http://www.vittra.se/lidingo,J,18.1448438,59.3758249,3.8
46616391,16.583333333333332,14.433333333333332,14.066666666666665,,15.027777777777777,Kommunal,Stockholm,Beckombergaskolan,Styresman Sanders väg 14,16860,Bromma,https://grundskola.stockholm/hitta-grundskola/grundskola/beckombergaskolan-f-6/,J,17.9018957,59.3601694,4.6
46706680,15.549999999999999,12.700000000000001,12.550000000000002,,13.600000000000001,Kommunal,Solna,Ulriksdalsskolan,Banmästaregatan 3,17067,Solna,http://www.solna.se,J,18.0029574,59.3807518,3.2
46796995,16.008333333333333,12.333333333333334,13.775,,14.03888888888889,Enskild,Stockholm,Kunskapsskolan Spånga,Salagatan 42,16353,Spånga,https://www.kunskapsskolan.se,N,17.8889043,59.38603149999999,3.1
47204443,14.166666666666666,10.399999999999999,13.449999999999998,,12.672222222222219,Kommunal,Södertälje,Mölnboskolan,Skolvägen 13,15173,Mölnbo,http://www.sodertalje.se/molnboskolan,J,17.4243285,59.0526892,
47462120,15.433333333333332,12.166666666666666,12.991666666666665,,13.530555555555553,Enskild,Sollentuna,Dibber International School Sollentuna ,Lindvägen 16,19270,Sollentuna,https://dibber.se/skola/international-school-sollentuna/,J,17.9232348,59.45344409999999,3.6
47640376,14.641666666666666,12.9,13.783333333333333,,13.774999999999999,Kommunal,Haninge,Dalarö skola,Odinsvägen 31,13770,Dalarö,http://haninge.se/forskola-och-skola/grundskola/,J,18.4089167,59.1346909,2.5
47979659,14.125,12.566666666666668,12.449999999999998,,13.047222222222222,Kommunal,Stockholm,Backluraskolan,Brunklövergränd 12,16577,Hässelby,https://grundskola.stockholm/hitta-grundskola/grundskola/backluraskolan-f-6/,J,17.8165814,59.3920895,3.0
47986219,19.3,14.6,15.366666666666665,,16.42222222222222,Enskild,Sollentuna,Futuraskolan International Rådan,Rådan 3,19138,Sollentuna,http://www.futuraskolan.se,J,18.0010892,59.39975159999999,3.9
48312263,15.025,11.966666666666667,12.741666666666665,,13.244444444444445,Kommunal,Tyresö,Hanvikens skola,Lindalsvägen 47,13550,Tyresö,http://www.tyreso.se,J,18.2099955,59.23632970000001,3.0
48328583,15.841666666666663,12.6,14.091666666666663,11.850000000000001,13.595833333333331,Kommunal,Stockholm,Årstaskolan,Hjälmarsvägen 16,12053,Årsta,https://grundskola.stockholm/hitta-grundskola/grundskola/arstaskolan-f-9/,J,18.0539931,59.29943160000001,3.7
48760074,16.425,12.1,14.341666666666667,,14.28888888888889,Enskild,Solna,Vittra Frösunda,Anders Lundströms gata 5,16973,Solna,http://www.vittra.se/frosunda,J,18.015305,59.3705191,3.7
49021135,14.841666666666669,12.233333333333334,13.391666666666666,,13.488888888888889,Enskild,Upplands Väsby,Södervikskolan,Söderviksvägen 1,19454,Upplands Väsby,http://www.sodervikskolan.se,N,17.9474737,59.5238551,4.0
49631077,16.03333333333333,13.0,14.483333333333334,,14.505555555555555,Kommunal,Lidingö,Högsätra skola,Högsätravägen 8,18158,Lidingö,https://www.lidingo.se/hogsatraskola,J,18.1553911,59.3505657,3.1
49741755,16.2375,15.350000000000001,14.525000000000002,,15.370833333333335,Kommunal,Stockholm,Lugnets skola,Lugnets allé 66,12068,Stockholm,https://grundskola.stockholm/hitta-grundskola/grundskola/lugnets-skola-f-6/,J,18.1075783,59.30562500000001,3.1
49862579,13.450000000000001,11.866666666666667,12.541666666666668,,12.619444444444445,Kommunal,Stockholm,Fagersjöskolan,Havsörnsgränd 16,12349,Farsta,https://grundskola.stockholm/hitta-grundskola/grundskola/fagersjoskolan-f-6/,J,18.0623004,59.2456952,2.6
50060022,14.324999999999998,10.399999999999999,11.483333333333334,9.5,11.427083333333332,Kommunal,Stockholm,Smedshagsskolan,Smedshagsvägen 3,16573,Hässelby,https://grundskola.stockholm/hitta-grundskola/grundskola/smedshagsskolan-f-9/,J,17.8230838,59.378849,3.5
50783450,15.275,13.5,14.041666666666666,7.6,12.604166666666666,Kommunal,Huddinge,Vistaskolan,Vista Skolväg 1,14150,Huddinge,http://www.huddinge.se/vistaskolan,J,17.9509121,59.23270969999999,3.1
50848996,15.116666666666667,13.333333333333334,13.858333333333334,,14.10277777777778,Enskild,Stockholm,Raoul Wallenbergskolan Bromma,Beckombergavägen 316,16861,Bromma,http://www.raoulwallenbergskolan.se,J,17.9026189,59.35686500000001,
50905672,14.691666666666668,12.566666666666668,13.383333333333333,,13.547222222222222,Kommunal,Norrtälje,Rådmansö skola,Kungsgårdsvägen 34,76194,Norrtälje,http://www.norrtalje.se,J,18.9588234,59.749489,5.0
51100048,14.200000000000001,12.4,14.575,,13.725,Kommunal,Sundbyberg,Kymlingeskolan,Oxenstjärnas Alle 41,17463,Sundbyberg,http://www.sundbyberg.se,J,17.9472169,59.38630250000001,4.5
51210001,11.916666666666666,6.3,10.308333333333332,3.5666666666666664,8.022916666666667,Kommunal,Södertälje,Ronnaskolan,Robert Anbergs väg 1-3,15153,Södertälje,http://www.sodertalje.se/ronnaskolan,J,17.5984288,59.20540889999999,3.6
51305351,15.225,14.800000000000002,13.966666666666667,,14.66388888888889,Kommunal,Österåker,Tråsättraskolan,Sjöfågelvägen 1,18461,Åkersberga,http://www.osteraker.se,N,18.3404538,59.4759286,2.0
51341279,14.533333333333333,10.366666666666667,12.975,10.266666666666667,12.035416666666666,Kommunal,Stockholm,Grimstaskolan,Kanngjutargränd 12,16257,Vällingby,https://grundskola.stockholm/hitta-grundskola/grundskola/grimstaskolan-f-9/,J,17.8649368,59.36049259999999,3.3
51772207,16.03333333333333,13.5,14.983333333333334,,14.838888888888889,Enskild,Stockholm,Innovitaskolan Södermalm,Vintertullstorget 2,11643,Stockholm,https://innovitaskolan.se/sodermalm/,J,18.0904988,59.30757629999999,2.6
52064811,14.933333333333332,14.166666666666666,13.65,,14.25,Kommunal,Norrtälje,Skederids skola,Birgittas väg 1,76292,Rimbo,https://www.norrtalje.se/info/barn-och-skola/grundskola/grundskolor/skederids-skola/,J,18.4996747,59.7384405,3.5
52293921,15.083333333333334,13.266666666666666,12.841666666666669,,13.730555555555556,Kommunal,Vallentuna,Bällstabergsskolan,Svampskogsvägen 28,18655,Vallentuna,http://www.skolor.vallentuna.se/ballstaberg/,J,18.0769509,59.51027200000001,3.8
52531425,13.225,10.033333333333333,11.25,,11.502777777777778,Kommunal,Tyresö,Stimmets skola,Forellvägen 43,13542,Tyresö,http://www.tyreso.se,J,18.2346607,59.24589,1.5
52863414,17.724999999999998,15.033333333333333,15.141666666666666,,15.966666666666667,Kommunal,Stockholm,Vasa Real,Karlbergsvägen 15,11327,Stockholm,https://grundskola.stockholm/hitta-grundskola/grundskola/vasa-real-5-9/,N,18.0443017,59.34255339999999,2.6
52866214,13.600000000000001,14.2,13.325,,13.708333333333334,Kommunal,Täby,Myrängsskolan,Tappvägen 3-5,18764,Täby,http://www.taby.se/Myrangsskolan,J,18.0788398,59.4653283,4.1
52885189,17.758333333333336,15.666666666666666,15.85,,16.425,Kommunal,Nacka,Ektorps skola,Skogsstigen 40,13142,Nacka,http://www.ektorp.nacka.se,J,18.1967932,59.31458809999999,3.4
52965560,19.375,15.133333333333333,14.833333333333334,,16.447222222222223,Enskild,Stockholm,Vasa International School of Stockholm,Luntmakargatan 101,11351,Stockholm,http://www.vasainternationalschoolofstockholm.com,J,18.0569129,59.34406259999999,3.6
53075005,16.716666666666665,14.833333333333334,14.983333333333334,,15.511111111111111,Kommunal,Stockholm,Skarpnäcks skola,Kärrtorpsvägen 95,12155,Johanneshov,https://grundskola.stockholm/hitta-grundskola/grundskola/skarpnacks-skola-f-9/,J,18.1130673,59.2820084,3.0
53133366,14.775,11.1,12.333333333333334,,12.736111111111112,Kommunal,Nacka,Orminge skola,Sandövägen 4,13232,Saltsjö-Boo,http://www.orminge.se,J,18.2580394,59.3303086,2.6
53259263,13.325,11.4,11.575,,12.1,Enskild,Solna,"Ingridskolan, grundskola",Hjortstigen 1,17071,Solna,http://www.ingridskolan.se,N,18.0315225,59.3824696,4.0
53319802,13.512500000000001,9.8,13.125,,12.145833333333334,Kommunal,Österåker,Ljusterö skola,Mellansjövägen 60 A,18495,Ljusterö,http://www.osteraker.se,J,18.6231723,59.5262115,3.3
53426548,11.424999999999999,9.399999999999999,,9.516666666666666,10.113888888888887,Kommunal,Botkyrka,Brunnaskolan,Hummlevägen 2,14567,Norsborg,http://www.botkyrka.se/brunnaskolan,J,17.8373962,59.2489629,4.0
54806839,14.716666666666667,10.5,12.683333333333332,,12.633333333333333,Enskild,Norrtälje,Viby friskola,Lillskogsvägen 2,76231,Rimbo,http://www.vibyfriskola.se,J,18.3562771,59.7422534,5.0
54847211,15.875,9.4,13.883333333333333,,13.052777777777777,Enskild,Stockholm,Entréskolan Stockholm,Lövholmsvägen 61,11765,Stockholm,http://www.entreskolan.se,N,18.0122759,59.31315749999999,2.7
55382103,16.5,14.1,14.9,,15.166666666666666,Kommunal,Stockholm,Björngårdsskolan,Maria Prästgårdsgata 9,11852,Stockholm,https://grundskola.stockholm/hitta-grundskola/grundskola/bjorngardsskolan-f-6/,J,18.0647493,59.3161807,3.8
55508705,15.191666666666668,12.133333333333333,14.333333333333334,,13.886111111111113,Enskild,Sigtuna,"Josefinaskolan, grundskola",Rävsta gård,19592,Märsta,http://www.josefinaskolan.se,J,17.7829719,59.6273715,3.3
56299553,14.141666666666667,13.166666666666666,14.174999999999999,12.075,13.389583333333334,Kommunal,Upplands-Bro,Bergaskolan,Gamla Landsvägen 16,19630,Kungsängen,http://www.upplands-bro.se/barn-och-utbildning/barn-och-unga-6-16-ar/kommunala-skolor/bergaskolan.html,J,17.7557947,59.4817405,3.0
56417100,11.375,8.6,,8.466666666666667,9.480555555555556,Kommunal,Botkyrka,Kvarnhagsskolan,Servitutsvägen 17,14559,Norsborg,http://www.botkyrka.se/kvarnhagsskolan,J,17.8470884,59.2351481,2.9
56501561,16.658333333333335,14.9,15.549999999999999,,15.702777777777778,Kommunal,Stockholm,Essingeskolan,Essingestråket 24,11266,Stockholm,https://grundskola.stockholm/hitta-grundskola/grundskola/essingeskolan-f-6/,J,17.9865448,59.3209238,
56568612,12.316666666666668,9.966666666666667,13.225,9.924999999999999,11.358333333333333,Kommunal,Södertälje,Wasaskolan,Prosten Linders väg 2,15145,Södertälje,http://www.sodertalje.se/wasaskolan,J,17.5808969,59.1936851,4.0
56858061,13.575000000000001,10.5,12.241666666666667,,12.105555555555556,Enskild,Salem,Söderby friskola,Söderbyvägen 25,14444,Rönninge,http://www.soderbyfriskola.se,J,17.7765631,59.19736039999999,3.3
56867397,16.683333333333334,15.466666666666667,15.85,,16.0,Enskild,Sollentuna,Silverbäcken Dibber,Silverbäcksvägen 1,19138,Sollentuna,http://www.dibber.se,J,17.9869335,59.40031330000001,3.8
56949296,14.550000000000002,10.100000000000001,12.366666666666665,,12.33888888888889,Kommunal,Stockholm,Blackebergsskolan,Björnsonsgatan 132,16844,Bromma,https://grundskola.stockholm/hitta-grundskola/grundskola/blackebergsskolan-f-6/,J,17.879725,59.34798319999999,3.5
57106833,17.725,17.0,18.9,,17.875,Enskild,Danderyd,Vendestigens skola,Vendevägen 30 A,18262,Djursholm,http://www.vendestigen.se,J,18.0760189,59.39952159999999,2.3
57184925,14.166666666666666,7.8,11.575000000000001,,11.180555555555555,Kommunal,Stockholm,Hökarängsskolan,Fagersjövägen 18,12358,Farsta,https://grundskola.stockholm/hitta-grundskola/grundskola/hokarangsskolan-f-9/,J,18.0760919,59.25581030000001,3.1
57206066,14.508333333333335,13.966666666666667,13.558333333333332,,14.011111111111111,Kommunal,Täby,Vallatorpsskolan,Klövervallsvägen 81,18752,Täby,http://www.taby.se/vallatorpsskolan,J,18.0417914,59.46837600000001,3.7
57228484,10.741666666666665,7.1000000000000005,,9.258333333333333,9.033333333333333,Kommunal,Botkyrka,Grindtorpsskolan,Lagmansbacken 12,14556,Norsborg,http://www.botkyrka.se/grindtorpsskolan,J,17.8441866,59.24099990000001,
57317316,15.3,12.05,13.25,,13.533333333333333,Enskild,Stockholm,JENSEN grundskola Långholmen,Alstaviksvägen 21,11733,Stockholm,https://www.jensengrundskola.se/langholmen,N,18.0265246,59.3221988,3.4
57368693,16.433333333333334,13.933333333333332,14.608333333333334,,14.991666666666667,Kommunal,Nacka,Sickla skola,Gillevägen 5,13133,Nacka,http://www.sickla.nacka.se,J,18.1295112,59.30376709999999,3.6
57370453,13.716666666666667,12.0,12.825000000000001,,12.847222222222223,Kommunal,Vallentuna,Karbyskolan,Vadavägen 1,18670,Brottby,http://www.vallentuna.se/karby,J,18.2205672,59.561454,3.0
58102266,15.483333333333334,10.899999999999999,13.980555555555554,10.100000000000001,12.615972222222222,Enskild,Sollentuna,Vittra Sollentuna,Sollentuna väg 189,19135,Sollentuna,http://www.vittra.se/sollentuna,J,17.9481995,59.4326573,3.3
58286716,13.450000000000003,8.933333333333334,11.525,7.2375,10.286458333333334,Kommunal,Sigtuna,Norrbackaskolan,Odensalavägen 1,19543,Märsta,http://www.sigtuna.se/norrbackaskolan,J,17.8506971,59.6339602,4.8
58294981,15.175,12.4,14.9,4.775,11.8125,Kommunal,Sollentuna,Rösjöskolan,Ribbings väg 22,19252,Sollentuna,https://www.sollentuna.se/uweb/rosjoskolan/,J,17.9762774,59.4465286,3.0
58310322,15.366666666666665,13.5,14.200000000000001,,14.355555555555556,Kommunal,Botkyrka,Trädgårdsstadsskolan,Dymmelkärrsvägen 33,14650,Tullinge,http://www.botkyrka.se/tradgardsstadsskolan,J,17.9142944,59.22066709999999,3.4
58338225,15.841666666666669,13.4,14.566666666666668,,14.60277777777778,Kommunal,Vaxholm,Rindö skola,Rindövägen 81,18541,Vaxholm,http://www.vaxholm.se,J,18.4356309,59.3953699,5.0
58385274,14.033333333333331,9.799999999999999,12.625,13.899999999999999,12.589583333333332,Kommunal,Salem,Skogsängsskolan,Säbytorgsvägen 18-20,14442,Rönninge,https://www.salem.se/barn--utbildning/grundskola/grundskolor/skogsangsskolan/,J,17.7588442,59.19639960000001,2.8
58862351,14.683333333333335,9.366666666666665,12.183333333333332,,12.077777777777778,Kommunal,Tyresö,Bergfotens skola,Bergfotensvängen 2,13537,Tyresö,http://www.tyreso.se,J,18.2196536,59.23703459999999,4.1
59249600,15.275,13.299999999999999,13.783333333333333,8.45,12.702083333333334,Kommunal,Stockholm,Eriksdalsskolan,Ringvägen 58-66,11861,Stockholm,https://grundskola.stockholm/hitta-grundskola/grundskola/eriksdalsskolan-f-9/,J,18.0633164,59.3081341,4.0
59266692,18.237499999999997,15.5,14.925,,16.22083333333333,Enskild,Sollentuna,Vittra Rösjötorp,Lomvägen 100,19256,Sollentuna,http://www.vittra.se/rosjotorp,J,17.9941079,59.43609499999999,3.4
59457803,,,4.8,,4.8,Enskild,Österåker,Helleborusskolan Österåker,Luffarbacken 5,18439,Åkersberga,http://www.helleborusskolan.se,J,18.3072057,59.479277,3.4
59468219,14.966666666666667,10.299999999999999,13.700000000000001,9.6,12.141666666666667,Kommunal,Stockholm,Slättgårdsskolan,Vårholmsbackarna 100,12744,Skärholmen,https://grundskola.stockholm/hitta-grundskola/grundskola/slattgardsskolan-f-9/,J,17.9398234,59.2910073,3.2
59848694,17.683333333333334,15.200000000000001,16.208333333333332,,16.36388888888889,Enskild,Danderyd,Danderyds Montessoriskola,Vendevägen 94,18232,Danderyd,http://www.dmskola.se,J,18.0438952,59.3946599,5.0
59900714,15.983333333333334,11.25,12.358333333333334,,13.197222222222223,Enskild,Stockholm,Vittra Södermalm,Sandbacksgatan 10,11621,Stockholm,http://www.vittra.se/sodermalm,J,18.0826347,59.31697449999999,3.3
59975651,14.891666666666666,12.133333333333333,14.683333333333332,,13.902777777777777,Kommunal,Norrtälje,Svanbergaskolan,Sjöhagavägen,76173,Norrtälje,https://www.norrtalje.se/info/barn-och-skola/grundskola/grundskolor/svanberga-skola/,J,18.6601876,59.8414375,4.0
60131588,17.425,15.5,15.699999999999998,,16.208333333333332,Kommunal,Lidingö,Sticklinge skola,Forellbacken 1,18130,Lidingö,https://www.lidingo.se/sticklingeskola,J,18.1175397,59.3829031,3.0
60211862,13.091666666666667,9.2,11.100000000000001,,11.130555555555555,Enskild,Upplands Väsby,Vikskolan,Viravägen 4,19455,Upplands Väsby,http://www.magnetica.se,J,17.9407478,59.5323205,2.4
60308449,17.974999999999998,15.2,15.725000000000001,,16.3,Enskild,Stockholm,Filosofiska,Horisontvägen 22-24,12834,Skarpnäck,http://www.filosofiska.nu,J,18.1237696,59.2669509,5.0
60382920,10.975,10.166666666666666,,5.683333333333334,8.941666666666666,Kommunal,Stockholm,Rågsveds grundskola,Rågsveds skolgränd 8,12465,Bandhagen,https://grundskola.stockholm/hitta-grundskola/grundskola/ragsveds-grundskola-f-6/,J,18.0243118,59.25794980000001,3.9
60570294,14.35,12.933333333333332,13.975,7.883333333333333,12.285416666666666,Kommunal,Södertälje,Brunnsängskolan,Häradsvägen 8,15248,Södertälje,http://www.sodertalje.se/brunnsangskolan,J,17.6372078,59.2123104,3.8
60904587,17.933333333333334,12.433333333333335,13.35,,14.572222222222223,Enskild,Tyresö,Internationella Engelska Skolan Tyresö,Bollmoragårdsväg 14,13539,Tyresö,http://www.engelska.se,N,18.2200742,59.2475405,2.6
61043089,15.200000000000001,14.6,14.450000000000001,,14.75,Kommunal,Solna,Ekensbergsskolan,Ekensbergsvägen 89,16931,Solna,http://www.solna.se,J,17.9866632,59.36097339999999,4.1
61056172,13.658333333333333,10.466666666666667,13.891666666666666,9.666666666666666,11.920833333333333,Kommunal,Sigtuna,Centralskolan,Skolgatan 3-5,19534,Märsta,http://www.sigtuna.se/centralskolan,J,17.852605,59.6241497,2.2
61061763,14.1375,11.75,13.9875,9.575,12.3625,Kommunal,Upplands-Bro,Finnstaskolan,Blomstervägen 2,19731,Bro,http://www.upplands-bro.se/barn-och-utbildning/barn-och-unga-6-16-ar/kommunala-skolor/finnstaskolan.html,J,17.6468598,59.51544129999999,3.3
61686233,16.45,13.5,14.033333333333333,,14.661111111111111,Kommunal,Stockholm,Rålambshovsskolan,Gjörwellsgatan 13,11260,Stockholm,https://grundskola.stockholm/hitta-grundskola/grundskola/ralambshovsskolan-7-9/,J,18.020025,59.32912659999999,3.2
62288230,13.375,10.500000000000002,13.475,8.625,11.49375,Kommunal,Södertälje,Lina grundskola,Vatt-Annas väg 5-7,15155,Södertälje,http://www.sodertalje.se/linagrundskola,J,17.5883553,59.2109546,4.3
62544265,16.966666666666665,14.0,15.85,,15.605555555555554,Enskild,Stockholm,Fria Maria Barnskola,Fatburskvarngata 28-30,11864,Stockholm,http://www.friamaria.com,J,18.0612359,59.31287559999999,3.5
62862066,17.137500000000003,14.4,15.350000000000001,,15.629166666666668,Kommunal,Sollentuna,Helenelundsskolan,Sollentunavägen 68,19140,Sollentuna,http://www.sollentuna.se/sv/uweb/helenelundsskolan/,J,17.9649113,59.41497289999999,4.2
63300625,17.10833333333333,14.733333333333334,15.75,,15.863888888888889,Kommunal,Sundbyberg,Duvboskolan,Alms väg 9,17276,Sundbyberg,http://www.sundbyberg.se/duvboskolan,J,17.955671,59.3724277,4.5
63321041,16.849999999999998,14.833333333333334,15.033333333333331,,15.572222222222221,Kommunal,Stockholm,Kungliga Svenska Balettskolan,"Söder Mälarstrand 39, 7 tr",11825,Stockholm,http://www.kungligasvenskabalettskolan.se/grundskolan,N,18.0519115,59.320685,4.1
63329692,14.612499999999999,11.850000000000001,13.675,,13.379166666666668,Kommunal,Stockholm,Sörgårdsskolan,Tenorgränd 5,16247,Vällingby,https://grundskola.stockholm/hitta-grundskola/grundskola/sorgardsskolan-f-6/,J,17.8564887,59.3838566,3.7
63542436,15.008333333333333,11.233333333333334,12.683333333333332,,12.975,Kommunal,Sigtuna,Sätunaskolan,Södergatan 57,19547,Märsta,http://www.sigtuna.se/satunaskolan,J,17.8564437,59.63136220000001,3.9
63581692,17.416666666666668,17.166666666666668,16.058333333333334,,16.880555555555556,Kommunal,Danderyd,Enebybergs skola,Gethagsvägen 13,18247,Enebyberg,https://www.danderyd.se/skolor/enebybergs-skola/,J,18.0467074,59.4329775,4.1
63954028,17.0,13.533333333333333,14.433333333333332,,14.988888888888887,Enskild,Stockholm,Kunskapsskolan Fruängen,Ellen Keys gata 2-4,12952,Hägersten,https://www.kunskapsskolan.se,N,17.9653272,59.2880024,3.9
64065082,19.0,16.733333333333334,16.10833333333333,,17.280555555555555,Enskild,Stockholm,Fredrikshovs slotts skola,Fredrikshovsgatan 6,11523,Stockholm,http://www.fredrikshov.se,J,18.0941482,59.33323970000001,4.0
